Chloraphylla ugL,DO mg,DO Sat,EC mScm,pH,Temp degC,Turbidity NTU
11.5,6.82,98.9,41.985,7.79,26.605,11.7
11.85,6.89,100.3,42.325,7.81,26.79,11.4
11.45,7.085,103.6,42.695,7.825,26.97,11.4
11.2,7.2,106.15,43.99,7.845,27.125,13.8
12.25,6.9,101.6,45.015,7.83,26.82,20.9
11.6,7.05,103.85,45.335,7.85,26.77,15.15
11.05,7.245,107.1,45.31,7.865,26.975,12.85
12.65,7.395,109.65,45.045,7.88,27.25,16.85
13.5,7.52,111.85,44.645,7.895,27.535,17.85
14.4,7.61,113.25,44.17,7.9,27.66,18.7
14.6,7.625,113.25,43.525,7.895,27.705,20.25
15.05,7.57,112.1,42.865,7.895,27.655,21.05
14.05,7.435,109.65,42.435,7.875,27.57,22.75
13.4,7.375,108.7,42.435,7.88,27.465,15.75
13.15,7.37,108.75,42.685,7.875,27.485,13.1
13.05,7.315,108.05,43.12,7.875,27.5,13
12.25,7.24,106.95,43.615,7.87,27.345,11.25
12.7,7.045,103.9,44.275,7.86,27.1,11.9
12.55,6.93,102.1,44.525,7.85,26.99,11.4
13.65,6.785,99.8,44.74,7.835,26.855,14.5
13.6,6.815,100,44.355,7.835,26.81,13.45
12.95,6.82,100.15,43.975,7.84,26.87,13
13.7,6.76,98.9,43.505,7.825,26.83,16.1
12.75,6.655,97.15,42.925,7.8,26.775,17.1
12.5,6.615,96.4,42.5,7.78,26.83,16.4
12.25,6.865,100.2,42.41,7.83,26.95,11.15
12.6,6.76,99.05,43.07,7.82,27.025,11.95
12.65,7.175,105.5,43.105,7.86,27.18,10.25
11.6,7.215,106.9,44.315,7.875,27.335,11.3
12.95,6.9,102.05,45.21,7.86,27.01,18.05
12.05,6.9,102,45.45,7.86,26.925,17.2
12.8,6.955,103,45.43,7.87,27.05,15.65
13.5,7.2,107.05,45.145,7.895,27.39,18.3
14.55,7.325,109.05,44.825,7.895,27.525,18.25
14.85,7.32,108.85,44.445,7.895,27.545,18.8
15.7,7.29,108.15,43.83,7.895,27.555,20.35
16.05,7.225,106.85,43.205,7.88,27.53,23.25
14.8,7.105,104.75,42.76,7.84,27.45,20.9
13.35,7.09,104.35,42.75,7.875,27.33,13.55
13,7.045,103.55,42.825,7.875,27.245,11.8
13.55,7.005,103.4,43.36,7.865,27.4,12.4
12.65,6.96,102.65,43.6,7.87,27.225,10.95
12.2,6.835,100.85,44.525,7.86,27.045,11.15
12.85,6.765,99.75,44.675,7.845,26.99,10.85
13.7,6.685,98.45,44.92,7.845,26.875,12.15
13.6,6.635,97.45,44.65,7.835,26.75,13.95
13.75,6.635,97.4,44.375,7.835,26.805,13.9
13.8,6.615,96.9,43.975,7.825,26.81,15.35
13.8,6.565,96.15,43.48,7.8,26.84,16.3
13.5,6.545,95.75,43.095,7.79,26.905,15.65
13,6.84,100.35,43.015,7.82,27.11,13.8
12.5,6.965,102.5,43.255,7.845,27.205,13.5
12.55,7.02,103.4,43.625,7.86,27.2,10.8
11.7,7.165,106.15,44.28,7.885,27.33,10.35
10.8,7.37,110.15,45.055,7.915,27.7,11.15
12.05,7.195,107.25,45.39,7.895,27.475,12.55
12.5,7.13,106.1,45.345,7.885,27.395,13.05
13.55,7.205,107.3,45.26,7.895,27.45,14.1
13.9,7.35,109.5,44.995,7.91,27.575,15.55
15.35,7.14,106.15,44.635,7.885,27.45,18.5
16.25,7.09,105.1,44.19,7.885,27.41,20.4
14.9,6.98,103.05,43.465,7.855,27.34,22
14.25,6.905,101.6,42.84,7.83,27.285,18.15
12.65,6.89,101.15,42.675,7.85,27.19,13.3
11.6,6.855,100.5,42.76,7.85,27.105,11.85
13.15,6.775,99.9,43.74,7.845,27.21,14.25
12.85,6.735,99.35,43.99,7.845,27.155,13.05
11.95,6.74,99.5,44.685,7.85,27.07,10.35
12.2,6.63,97.95,44.985,7.845,27.045,13.55
12.6,6.585,97.1,44.865,7.83,26.955,12.15
12.3,6.555,96.35,44.7,7.835,26.805,11.3
12.6,6.455,94.95,44.605,7.805,26.84,14.4
11.85,6.55,96.35,44.32,7.825,26.985,15.45
12.1,6.625,97.55,43.93,7.81,27.06,16.35
11.2,6.7,98.6,43.335,7.795,27.2,15.35
11.1,7.06,104.05,42.94,7.87,27.415,12.25
10.55,7.215,106.7,43.18,7.885,27.565,12.7
10.6,7.15,106.2,43.645,7.87,27.675,13.55
10.2,7.14,106.15,44.06,7.88,27.625,11.6
10.45,7.22,107.65,44.8,7.89,27.615,11.35
9.6,7.2,107.8,45.38,7.9,27.7,9.6
10.55,7.12,106.45,45.345,7.89,27.66,11.25
11.5,7.045,105.3,45.26,7.895,27.67,13.5
12.35,7.075,105.65,44.915,7.885,27.69,18.15
13.45,6.905,102.75,44.56,7.855,27.545,20.65
14.2,6.87,101.9,44.045,7.84,27.51,21.55
13.5,6.785,100.4,43.48,7.82,27.47,21.3
12.3,6.705,98.9,42.865,7.795,27.405,16.85
11.85,6.67,98.05,42.685,7.79,27.325,14.15
11.2,6.655,98.05,43.095,7.805,27.345,13.2
11.95,6.6,97.5,43.595,7.8,27.36,14.85
11,6.585,97.25,43.78,7.805,27.275,12.6
9.5,6.505,96.05,44.455,7.795,27.13,12.8
10.35,6.42,95,44.81,7.8,27.135,14.05
11.25,6.35,94.05,45.255,7.795,27.09,15.4
10.55,6.32,93.45,45.27,7.79,27.01,18.85
10.05,6.36,93.85,44.825,7.79,26.985,15.6
10.6,6.39,94.35,44.6,7.795,27.135,17.15
10.75,6.515,96.45,44.305,7.8,27.32,20
10.85,6.62,98.05,43.76,7.795,27.47,18.3
9.75,6.825,101.55,43.385,7.81,27.87,16.4
9.4,7.12,106.9,43.46,7.845,28.35,14.55
10.2,7.18,107.8,43.86,7.855,28.285,14.8
9.15,7.025,104.85,44.095,7.85,27.855,11.7
8.75,7.1,106.6,44.82,7.855,28.015,10.15
8.55,7.07,106.3,45.24,7.855,28.005,10.25
9.8,6.9,103.25,45.16,7.835,27.78,12.5
9.55,6.975,104.4,45.2,7.86,27.77,11.35
10.4,6.85,102.2,44.95,7.84,27.655,16.9
11.25,6.71,99.9,44.62,7.825,27.62,20
12.25,6.64,98.7,44.05,7.815,27.6,20.7
11.4,6.58,97.5,43.445,7.785,27.585,21.95
11.25,6.52,96.35,42.9,7.765,27.575,18.8
9.95,6.555,96.55,42.61,7.795,27.425,11.55
10.7,6.47,95.75,43.34,7.785,27.5,14.5
10.55,6.415,95.05,43.685,7.78,27.5,14.35
9.35,6.375,94.35,43.965,7.785,27.385,12.6
9.4,6.3,93.5,45.065,7.79,27.28,16.25
10.5,6.225,92.4,45.49,7.785,27.195,20.2
10.75,6.175,91.75,45.54,7.79,27.23,19.1
10.65,6.22,92.15,45.275,7.78,27.15,21.5
9.9,6.295,93.3,44.9,7.78,27.21,19.45
10.1,6.42,95.5,44.725,7.79,27.48,18.45
10.55,6.63,98.8,44.215,7.8,27.715,18.8
11.5,6.735,100.5,43.73,7.78,27.915,18.85
9.95,7.08,106.5,43.56,7.815,28.45,16.35
10.1,7.35,111.15,43.6,7.85,28.765,14.65
10.65,7.43,112.25,43.79,7.86,28.665,15.15
10.6,7.225,108.8,44.09,7.845,28.365,12.85
8.95,7.12,107.3,45,7.855,28.245,10.75
9,6.9,103.85,45.45,7.845,28.055,10.8
9.95,6.8,102.25,45.42,7.83,27.955,12.2
10.25,6.755,101.1,45.24,7.83,27.77,14.8
10.95,6.81,101.9,44.94,7.835,27.8,17.1
12,6.655,99.2,44.5,7.81,27.72,18.85
13.05,6.595,98.05,43.95,7.8,27.675,21.1
12.15,6.575,97.55,43.27,7.78,27.69,18.45
11.75,6.5,96.2,42.765,7.74,27.67,17.3
10.5,6.505,96.05,42.59,7.775,27.57,11.3
11.4,6.46,95.7,43.27,7.78,27.605,13.55
10.75,6.415,95.1,43.795,7.77,27.55,13.45
10.55,6.345,94,44.075,7.77,27.45,12.65
10.35,6.255,93.2,45.395,7.79,27.42,18.25
10.55,6.175,92.1,45.705,7.78,27.405,19.1
10.4,6.22,92.8,45.76,7.795,27.47,17.55
11.2,6.32,94.3,45.335,7.8,27.52,22.05
11.45,6.42,95.8,45.01,7.795,27.61,21.65
11.6,6.545,97.9,44.815,7.805,27.85,21.5
12.55,6.805,102.05,44.225,7.83,28.08,21.05
14,6.96,104.4,43.73,7.82,28.28,22.5
12.8,7.29,110.1,43.425,7.84,28.735,22
13.15,7.68,116.45,43.46,7.89,28.98,15.95
13,7.57,114.8,43.865,7.88,28.86,16.95
11.6,7.165,108.1,44.405,7.86,28.435,12.8
10.6,6.975,105.5,45.27,7.855,28.37,12.4
10,6.75,102.05,45.72,7.84,28.24,12.15
10.1,6.765,102.1,45.685,7.845,28.18,11.4
10.65,6.675,100.25,45.38,7.835,27.955,15.5
11.4,6.725,100.8,44.975,7.83,27.855,17.1
12.9,6.675,99.65,44.42,7.825,27.8,19.55
13.85,6.645,98.9,43.785,7.82,27.76,21.7
12.9,6.615,98.25,43.185,7.8,27.77,18.5
12.7,6.545,96.9,42.68,7.75,27.745,17.5
11.7,6.54,96.85,42.745,7.785,27.71,13.55
13.05,6.495,96.4,43.515,7.795,27.695,15.15
12.05,6.455,95.8,43.785,7.785,27.595,12.5
10.45,6.35,94.65,44.83,7.79,27.575,14.8
10.75,6.215,92.9,45.74,7.79,27.575,20.05
11.65,6.14,92.05,46.005,7.79,27.665,22.4
11.2,6.195,92.95,46.08,7.8,27.73,20.35
12.05,6.385,95.65,45.39,7.795,27.755,25
12.1,6.395,95.85,45.05,7.79,27.87,24.35
13.45,6.675,100.25,44.53,7.8,28.15,22.8
13.3,6.995,105.35,44.08,7.825,28.46,21.1
14.45,7.285,110.25,43.58,7.855,28.845,20.05
14.25,7.595,115.2,43.3,7.89,29.06,16.15
14.2,7.64,116.15,43.35,7.885,29.16,18.4
13.75,7.415,112.35,43.8,7.875,28.85,16.7
13,7.075,106.9,44.35,7.855,28.54,15.85
11.05,6.89,104.25,45.265,7.845,28.385,10.55
11.05,6.665,100.75,45.52,7.825,28.265,13.3
10.5,6.705,101.15,45.485,7.83,28.15,10.9
10.95,6.665,100.3,45.205,7.83,28.065,15.35
12.15,6.715,100.9,44.735,7.825,28.105,17.25
13.75,6.68,100.1,44.155,7.82,28.085,20.35
13.75,6.63,99.05,43.555,7.8,28.055,20.35
13.75,6.59,98.2,43.045,7.775,28.025,18.95
12.85,6.555,97.45,42.735,7.775,27.98,15.05
13,6.495,96.65,43.06,7.795,27.94,15.55
13.35,6.46,96.35,43.41,7.78,27.975,14.95
12.1,6.425,95.7,43.79,7.785,27.83,12.4
11.65,6.21,93.2,45.57,7.785,27.815,23.3
11.35,6.095,91.7,46.35,7.79,27.78,28.75
10.75,6.13,92.35,46.425,7.795,27.86,20.15
11.55,6.23,93.95,46.11,7.795,27.98,24.6
12.35,6.48,97.8,45.595,7.81,28.145,24.25
13.35,6.635,100.15,45.05,7.82,28.34,25.8
14.55,6.875,104,44.58,7.835,28.56,26.85
15.25,7.14,108.25,43.94,7.85,28.835,26.45
15.5,7.205,109.2,43.48,7.835,28.955,24.15
14.65,7.365,111.9,43.4,7.845,29.14,20.5
14,7.515,114.15,43.49,7.885,29.115,14.75
14.15,7.325,111.2,44.02,7.885,28.94,14.45
12.7,7.16,108.8,44.72,7.87,28.75,14.55
12.45,6.825,103.55,45.41,7.845,28.505,17.9
11.75,6.625,100.45,45.72,7.82,28.4,17.65
10.9,6.6,99.85,45.72,7.83,28.3,16.4
11.75,6.595,99.4,45.285,7.825,28.15,18.95
12.7,6.575,98.85,44.83,7.82,28.14,19.5
13.6,6.57,98.5,44.185,7.82,28.085,20.15
13.65,6.52,97.45,43.585,7.795,28.06,21.2
13.2,6.48,96.6,43.005,7.775,28.045,19.9
12.3,6.46,96.15,42.93,7.79,27.98,15
12.1,6.425,95.7,43.26,7.8,27.98,15.1
12,6.38,95.2,43.775,7.795,27.955,13.95
12,6.225,93.5,45.3,7.79,27.96,24.9
12.25,6.095,91.7,46.27,7.79,27.835,35.2
10.9,6.085,91.65,46.665,7.795,27.81,26.5
10.05,6.14,92.55,46.575,7.81,27.86,17.6
11.6,6.255,94.3,46.14,7.81,27.95,27.15
12.1,6.395,96.5,45.655,7.815,28.13,23.5
12.85,6.545,98.8,45.145,7.815,28.305,25.3
13.55,6.72,101.45,44.485,7.83,28.475,26.6
13.65,6.86,103.75,43.865,7.84,28.73,28.9
14.15,6.815,103,43.46,7.8,28.75,27.95
11.55,7.2,109.15,43.54,7.865,28.965,16.35
11.8,7.105,107.5,43.7,7.86,28.78,14.5
12,6.87,103.8,44.255,7.85,28.585,13.75
10.9,6.725,101.7,45.14,7.835,28.395,15.6
10.45,6.435,97.35,45.92,7.82,28.25,17.15
10.3,6.385,96.45,46.01,7.81,28.17,15.4
10.95,6.355,95.75,45.745,7.81,28.03,18.15
10.75,6.395,96.05,45.275,7.805,27.945,18.05
11.85,6.36,95.25,44.65,7.805,27.95,19.4
11.6,6.335,94.6,43.94,7.795,27.91,20.35
11.9,6.275,93.45,43.4,7.765,27.89,20.2
12,6.19,92,43.025,7.73,27.855,19.25
10.3,6.185,91.9,43.215,7.76,27.795,14.55
10.75,6.15,91.65,43.8,7.76,27.85,15.1
8.85,6.125,91.3,44.015,7.765,27.76,11.8
9.4,6.01,90.2,45.675,7.775,27.78,20.9
10.65,5.9,88.75,46.675,7.775,27.73,34.25
9.6,5.98,90.15,46.81,7.79,27.83,21.65
9.55,5.965,89.95,46.65,7.785,27.87,23.95
9.8,6.235,94.1,46.015,7.81,28.055,23.45
11.35,6.285,94.8,45.53,7.805,28.145,25.1
12,6.48,97.85,45.06,7.815,28.315,28.1
13.35,6.685,101,44.435,7.835,28.5,25.1
14.3,6.76,102.1,43.955,7.82,28.595,30.3
12.3,6.93,104.65,43.835,7.835,28.64,18.2
12.05,6.88,103.85,43.99,7.845,28.55,14.85
11.5,6.67,100.7,44.44,7.82,28.45,16.45
10.9,6.515,98.4,45.145,7.815,28.32,18.3
9.2,6.26,94.6,45.87,7.8,28.16,14.9
8.55,6.17,93.15,46,7.795,28.095,14.5
9.1,6.155,92.85,46.11,7.79,28.03,14.15
9.05,6.17,92.85,45.665,7.79,27.92,17.95
9.6,6.22,93.3,45.21,7.79,27.935,18.75
10.85,6.215,93,44.565,7.79,27.9,20.4
11.8,6.2,92.5,43.975,7.775,27.84,21.9
11.75,6.14,91.3,43.495,7.735,27.79,20.65
11.35,6.14,91.2,43.39,7.76,27.72,17.25
11.25,6.11,90.8,43.625,7.76,27.725,16.8
9.8,6.03,89.95,44.265,7.76,27.79,16.2
10.15,5.86,87.85,45.615,7.755,27.77,31.25
11.05,5.75,86.4,46.585,7.765,27.62,42.05
8.7,5.8,87.15,46.945,7.765,27.555,27.1
7.65,5.85,88,46.98,7.78,27.615,18.25
9.75,5.96,89.55,46.545,7.775,27.665,26
10.5,6.1,91.6,46.11,7.78,27.73,24.95
11.9,6.205,92.95,45.535,7.78,27.765,28.45
12.75,6.4,95.75,44.92,7.79,27.805,29
13.25,6.52,97.25,44.24,7.795,27.775,29.15
15.3,6.5,96.7,43.82,7.765,27.735,30.35
12.05,6.66,99,43.87,7.795,27.675,16.8
12.8,6.505,96.8,44.11,7.795,27.7,16.75
10.85,6.38,95.2,44.58,7.785,27.71,14.4
9.1,6.205,92.85,45.475,7.77,27.635,15.3
8.35,5.99,89.75,46.125,7.755,27.56,15.9
9.4,5.905,88.45,46.37,7.755,27.535,17.45
8.8,5.965,89.2,46.185,7.76,27.44,19.6
9.25,6.035,89.8,45.635,7.76,27.265,18.55
11.15,6.045,89.7,45.21,7.755,27.27,20.6
12.1,6.065,89.6,44.515,7.745,27.125,23.1
12.5,6.05,88.85,43.855,7.735,26.975,24
11.9,6.025,88.3,43.58,7.71,26.91,20.3
10.05,6.085,89.1,43.635,7.74,26.79,13.15
10,5.97,87.8,44.125,7.735,26.97,15.2
9,5.865,86.85,45.17,7.735,27.125,21.35
8.85,5.705,84.9,46.38,7.74,27.155,34.2
8.1,5.725,85.1,46.94,7.74,26.96,26.9
7.65,5.88,87.6,46.915,7.755,27.105,13.6
7.45,5.96,89,46.83,7.755,27.2,16.65
8.85,6.265,93.8,46.395,7.78,27.48,21.55
9.6,6.395,95.7,46,7.795,27.58,21.5
11.65,6.61,98.7,45.44,7.805,27.6,23.7
12.7,6.76,100.5,44.65,7.81,27.505,25.45
13.6,6.86,101.65,44.045,7.81,27.425,27.75
12.4,6.83,101.05,43.87,7.785,27.365,23.55
10.75,6.89,101.8,43.92,7.805,27.295,15.2
9.85,6.76,100.15,44.3,7.795,27.34,15.3
9.65,6.555,97.5,45.14,7.78,27.42,13.5
8.05,6.225,92.9,46.1,7.755,27.37,13.5
8.05,6.09,90.8,46.28,7.745,27.275,13.65
7.8,6.07,90.5,46.455,7.74,27.225,12.15
7.7,6.12,90.9,45.98,7.755,27.09,16.8
9.3,6.19,91.6,45.485,7.755,27.03,17.05
9.9,6.205,91.65,44.84,7.745,26.99,19.6
11.1,6.205,91.1,44.15,7.72,26.865,20.65
11,6.15,90,43.72,7.69,26.77,19.7
10.35,6.2,90.6,43.6,7.71,26.655,14.2
9.15,6.16,90.15,43.87,7.715,26.735,14.3
8.65,6.2,91.1,44.39,7.73,26.86,10.9
7.95,5.995,88.85,45.67,7.725,27.05,16.95
8.15,5.815,86.4,46.515,7.72,26.995,21.1
7.65,5.825,86.7,46.82,7.73,27,15.05
7.9,5.91,87.95,46.835,7.74,27.01,13.15
8,6.125,91.25,46.57,7.745,27.14,15.7
8.75,6.475,96.55,46.105,7.77,27.325,17.25
9.75,6.555,97.8,45.715,7.78,27.43,17.2
10.45,6.77,101.05,45.24,7.8,27.56,18.4
11.95,6.92,102.95,44.61,7.805,27.54,22.05
11.9,6.93,102.75,44.135,7.79,27.445,21.75
10.4,6.955,102.9,44.06,7.81,27.315,15.55
9.65,6.87,101.6,44.2,7.795,27.28,14.05
8.4,6.745,100,44.64,7.795,27.3,11.75
7.7,6.495,96.65,45.48,7.77,27.335,12.55
6.7,6.28,93.6,46.06,7.77,27.25,10.4
6.45,6.095,90.75,46.36,7.755,27.175,10.3
6.2,6.175,91.75,46.115,7.76,27.085,10.25
7.65,6.17,91.5,45.76,7.75,27.06,14.35
8.55,6.215,92,45.275,7.745,27.055,15.3
8.65,6.235,91.85,44.63,7.75,26.96,16.45
9.25,6.18,90.75,44.14,7.715,26.89,16.75
8.65,6.165,90.3,43.78,7.69,26.82,12.95
8.75,6.145,90.2,44.11,7.725,26.845,13.25
8.25,6.17,90.8,44.3,7.72,26.94,11.45
6.75,6.335,93.4,44.64,7.745,26.995,9.55
7.25,5.995,89.15,46.15,7.735,27.125,17.35
6.35,6.06,90.55,46.505,7.75,27.325,11.5
6.9,5.98,89.3,46.6,7.74,27.295,11.95
6.25,6.255,94.1,46.55,7.75,27.71,10.45
6.8,6.565,99.05,46.285,7.78,27.97,12.95
7.25,6.705,101.15,46.025,7.79,28.04,13.9
8.85,6.83,103,45.685,7.8,28.05,15.3
9,7.02,106,45.335,7.81,28.235,17.05
8.75,7.14,107.6,44.76,7.795,28.275,16.7
9.65,7.145,107.15,44.345,7.82,28.06,13.5
8.9,7.04,105.3,44.4,7.82,27.895,13.35
8.8,6.955,104.1,44.78,7.805,27.9,12.15
7.55,6.835,102.65,45.325,7.8,27.94,10.7
5.25,6.505,97.6,45.925,7.78,27.715,9.5
5.6,6.33,94.8,46.185,7.765,27.56,8.75
5.9,6.27,93.95,46.26,7.755,27.54,9.4
6.25,6.245,93.2,46.115,7.75,27.375,8.85
7,6.265,93.45,45.8,7.755,27.365,13.1
7.65,6.275,93.35,45.39,7.75,27.375,13.9
8.75,6.265,92.85,44.74,7.735,27.275,16.45
8.95,6.195,91.6,44.365,7.7,27.225,15.2
8.45,6.23,92,44.245,7.725,27.21,11.6
7.9,6.215,92.05,44.655,7.735,27.285,11.05
8.3,6.295,93.5,44.875,7.73,27.345,9.85
6.4,6.26,93.3,45.655,7.735,27.365,8.6
6.2,6.06,90.75,46.485,7.73,27.44,12.35
6.55,6.05,90.7,46.65,7.735,27.515,11.75
6.1,5.985,89.7,46.73,7.725,27.49,13.05
6.2,6.455,97.25,46.595,7.765,27.85,10.9
7.3,6.795,102.8,46.305,7.8,28.125,11.65
8.75,6.875,103.95,46.04,7.79,28.185,14
9.1,6.915,104.45,45.755,7.805,28.155,14.85
10,7.035,106.1,45.455,7.82,28.155,15.5
10.8,7.02,105.4,44.935,7.795,28.04,19.65
9.85,7.015,105.1,44.685,7.815,27.905,14.95
8.7,6.94,103.85,44.925,7.81,27.85,11.85
8.3,6.775,101.8,45.51,7.79,27.915,13.9
7.2,6.685,100.3,45.77,7.795,27.775,9.65
5.95,6.535,97.95,46.045,7.775,27.675,8.45
5.85,6.36,95.35,46.265,7.755,27.595,10.45
6.35,6.355,95.15,46.27,7.755,27.52,7.9
6.8,6.245,93.2,46.19,7.745,27.355,12.1
8.2,6.3,93.85,45.775,7.75,27.345,12.2
9,6.33,94.1,45.335,7.74,27.295,12.95
8.75,6.285,93.1,44.935,7.725,27.2,15.45
8.7,6.25,92.3,44.495,7.705,27.125,14.15
8.6,6.41,94.8,44.55,7.745,27.155,10.8
8,6.355,94.55,44.975,7.74,27.385,10.85
7.35,6.495,96.9,45.315,7.755,27.525,8.95
6.7,6.66,99.95,45.905,7.775,27.735,7.35
6.15,6.785,102.3,46.36,7.795,27.94,7
5.5,6.845,103.45,46.625,7.795,28.005,6.65
6.05,6.76,102.15,46.575,7.785,27.97,8.15
6.6,7.075,107.55,46.51,7.82,28.35,8.45
7.75,7.12,108.25,46.37,7.825,28.43,11.4
9.15,7.055,107.2,46.17,7.825,28.395,14.15
10.25,7.035,106.6,45.83,7.825,28.315,15.55
11.2,7.04,106.35,45.535,7.825,28.25,17.7
11.5,6.975,104.9,45.045,7.8,28.13,19.6
10.15,7.02,105.55,44.96,7.83,28.105,16.4
8.9,6.92,103.85,45.165,7.805,27.93,10.9
8.8,6.77,102,45.765,7.79,28.015,11.2
7.35,6.72,101.1,45.95,7.79,27.915,9.15
6.85,6.615,99.45,46.25,7.78,27.755,8.15
6.9,6.425,96.45,46.415,7.765,27.635,9.05
7.2,6.41,96,46.385,7.76,27.535,8.05
7.7,6.32,94.5,46.31,7.75,27.43,11.2
8.8,6.36,94.85,45.895,7.77,27.365,12.15
9,6.275,93.4,45.605,7.73,27.325,15.7
8.65,6.29,93.45,45.345,7.735,27.305,12.95
8.75,6.475,96.05,44.9,7.77,27.3,10.25
8.8,6.505,97.05,45.245,7.77,27.49,10.2
8.2,6.46,96.65,45.655,7.77,27.63,9.65
7.75,6.755,101.25,45.68,7.79,27.745,7.85
7.65,6.905,103.85,45.945,7.815,27.855,7.1
6.6,7.02,106,46.455,7.82,28,6.55
6.55,6.965,105.3,46.465,7.82,28.09,8.25
7.45,7.115,107.6,46.435,7.82,28.09,7.65
7.8,7.185,109.2,46.505,7.835,28.39,8.65
8.65,7.125,108.15,46.4,7.83,28.34,11.95
8.95,7.055,107,46.285,7.835,28.325,13.55
10.8,6.94,104.95,46.005,7.825,28.23,17.05
11.55,6.875,103.75,45.72,7.805,28.165,22.1
10.6,6.865,103.25,45.05,7.805,28.085,15.8
9,6.89,103.3,44.955,7.835,27.94,10.35
9.3,6.81,102.2,45.185,7.825,27.885,9.55
8.75,6.695,100.8,45.895,7.79,27.965,10.6
8.25,6.665,100.35,46.175,7.8,27.87,9.25
7.55,6.645,99.95,46.36,7.805,27.74,7.8
8.4,6.515,97.9,46.45,7.79,27.64,8.3
7.5,6.455,96.85,46.56,7.785,27.585,8.35
7.95,6.37,95.35,46.445,7.785,27.46,10.3
8.15,6.325,94.5,46.19,7.775,27.405,11.55
8.4,6.28,93.7,45.885,7.735,27.385,13.8
8.15,6.29,93.75,45.615,7.725,27.4,12.85
8,6.415,95.5,45.285,7.745,27.445,10.6
7.15,6.615,98.9,45.365,7.77,27.62,7.9
7.1,6.65,99.7,45.655,7.785,27.75,7.45
7,6.66,99.95,45.91,7.78,27.745,7.05
6.2,6.775,101.9,46.095,7.795,27.84,6.6
6.9,6.88,103.7,46.35,7.81,27.91,7.25
6.85,7.035,106.35,46.405,7.82,28.04,7.4
7.25,7.08,107.1,46.435,7.82,28.095,6.6
8.1,6.915,104.5,46.5,7.805,28.025,10.55
9.25,6.855,103.45,46.43,7.795,27.97,13.55
8.45,6.75,101.8,46.31,7.795,27.905,14.45
10.4,6.68,100.4,45.905,7.805,27.865,18.2
9.15,6.705,100.6,45.355,7.805,27.86,15.3
8.6,6.7,100.3,44.94,7.81,27.85,11.4
6.4,6.675,99.75,44.73,7.825,27.785,7.15
7.25,6.615,98.95,45.245,7.81,27.74,7.7
9,6.505,97.8,46.005,7.785,27.78,9.45
7.7,6.45,96.8,46.02,7.79,27.72,8.2
7.3,6.44,96.55,46.415,7.785,27.575,7.2
8.2,6.275,94,46.36,7.76,27.49,9.6
7.2,6.285,94,46.34,7.765,27.435,7.65
6.5,6.375,95.2,46.43,7.78,27.36,6.25
6.65,6.23,93.05,46.465,7.75,27.31,9.25
7.85,6.215,92.8,46.25,7.755,27.335,11.3
7.55,6.19,92.45,46.02,7.74,27.445,14.1
7.4,6.515,97.25,45.46,7.78,27.555,9.25
7.15,6.785,101.55,45.07,7.805,27.775,7.9
6.2,7.005,105.55,45.28,7.83,28.14,7.7
6.95,7.125,107.75,45.825,7.83,28.235,7.05
6.6,7.19,108.8,46.115,7.845,28.22,7.15
6.35,7.435,113.25,46.305,7.87,28.585,6
6.9,7.48,114.35,46.42,7.865,28.73,6.1
7.15,7.455,113.5,46.38,7.865,28.54,6.55
8.2,7.375,112.3,46.43,7.865,28.495,7.3
7,7.085,107.25,46.44,7.83,28.18,8.55
9.3,6.93,104.8,46.34,7.81,28.16,12.65
10.1,6.76,102,46.01,7.805,28.075,16.2
9.45,6.79,102.3,45.545,7.815,28.055,13.6
8.85,6.8,102.3,45.035,7.805,28.095,13.8
8.1,6.8,102.15,44.89,7.835,28.06,8.75
9,6.625,99.75,45.62,7.81,27.98,12.45
8.05,6.595,99.2,45.74,7.805,27.95,10.7
7.6,6.57,98.75,46.04,7.805,27.845,9
6.85,6.51,97.95,46.615,7.8,27.77,8.65
7,6.375,95.9,46.705,7.78,27.68,9.15
6.75,6.36,95.5,46.73,7.785,27.605,7.5
6.15,6.325,94.85,46.635,7.78,27.5,8.65
7.3,6.31,94.55,46.43,7.775,27.52,11.2
7.95,6.44,96.8,46.185,7.79,27.775,10.85
7.65,6.63,99.9,45.775,7.795,28.06,10.75
7.35,6.95,105.25,45.025,7.83,28.5,9.1
7.05,7.255,110.95,44.69,7.865,29.22,9
8.6,7.265,110.7,45.135,7.86,28.845,10.4
7.25,7.545,115.8,45.2,7.875,29.315,9.25
7.4,7.645,117.65,45.725,7.88,29.345,8.3
6.95,7.605,117.25,46.19,7.89,29.32,7.75
7.55,7.535,116.05,46.36,7.88,29.235,7.9
7.05,7.465,114.45,46.485,7.875,28.945,6.7
7.1,7.34,112.25,46.41,7.87,28.78,7.25
8.35,7.095,108,46.305,7.845,28.515,9.05
9.1,6.935,105.3,46.085,7.84,28.405,11.5
10,6.905,104.65,45.725,7.84,28.415,13.15
10.4,6.845,103.5,45.26,7.82,28.39,15.05
10.15,6.815,102.95,44.575,7.825,28.455,13.05
9.45,6.765,102.15,44.51,7.835,28.44,11.8
9.25,6.695,101.25,45.36,7.825,28.36,12
9.55,6.595,99.55,45.3,7.81,28.26,11.7
8.15,6.57,99.1,45.7,7.805,28.085,9.7
7.45,6.365,96.35,46.8,7.795,28.075,10.9
7.1,6.25,94.65,46.985,7.78,28.015,12.15
6.85,6.225,94.25,47.02,7.78,28,10.35
